CustomerID,Age,Gender,Tenure_Months,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Duplicate_Check
226,66,Female,28,24418.73,1,1,1,30551.35,0,1
227,34,Male,35,36878.29,3,0,1,78786.32,0,1
228,66,Male,61,26261.99,4,0,1,116081.88,0,1
229,19,Male,54,1632.28,3,0,0,109246.81,0,1
230,19,Female,63,43427.58,2,1,0,125959.37,0,1
231,45,Female,7,3234.34,4,1,0,134068.78,1,1
232,40,Male,49,47791.22,3,1,1,120513.86,0,1
233,54,Male,31,1257.1,2,0,0,107306.41,0,1
234,49,Male,58,34722.52,2,1,0,24123.92,0,1
235,50,Female,61,4110.35,1,0,1,89545.67,0,1
236,18,Female,24,45533.83,1,0,1,24900.7,0,1
237,36,Female,20,23221.66,1,0,0,125048.82,0,1
238,19,Female,37,6876.19,2,0,1,61694.19,0,1
239,61,Male,4,17040.78,3,0,0,93115.82,0,1
240,43,Male,20,8241.23,1,0,0,56327.89,0,1
241,49,Male,60,8529.1,3,1,1,121725.02,0,1
242,23,Male,24,47405.42,1,0,0,135245.33,0,1
243,49,Female,50,22262.31,4,0,1,71823.52,0,1
244,21,Female,49,39440.11,4,1,1,132179.91,0,1
245,28,Male,51,31980.28,1,0,0,54719.75,0,1
246,34,Male,36,33821.32,2,1,0,89505.92,0,1
247,55,Female,66,6584.67,1,1,0,131638.99,0,1
248,41,Male,34,11709.22,1,1,1,62364.57,0,1
249,22,Female,36,39337.52,2,0,0,144025.49,0,1
250,69,Male,6,48538.31,4,0,1,35844.34,0,1
251,51,Male,39,13133.78,3,1,1,22375.76,0,1
252,23,Male,42,13578.44,1,0,0,137537.6,0,1
253,39,Male,58,23644.86,2,0,1,28924.33,0,1
254,28,Male,12,49192.02,1,1,0,148945.6,0,1
255,65,Male,3,13447.95,2,1,0,143681.59,0,1
256,33,Male,18,20348.6,3,0,0,37812.72,0,1
257,50,Female,40,44574,3,1,0,89886,0,1
258,26,Female,21,146.05,4,1,0,44039.64,0,1
259,23,Female,15,1988.3,2,1,0,75660.17,0,1
260,33,Female,26,30203.58,2,0,0,27985.27,0,1
261,46,Female,8,45369.01,4,0,1,49110.2,0,1
262,20,Male,42,11942.83,4,0,0,67225.46,0,1
263,37,Male,44,23482.09,2,1,1,77024.18,0,1
264,53,Female,14,22523.27,4,0,1,147074.51,0,1
265,36,Male,2,23648.57,3,1,1,125022.53,0,1
266,43,Female,37,31125.98,1,0,0,115863.29,0,1
267,20,Female,69,23487.19,3,0,1,89815.37,0,1
268,36,Male,38,22373.41,4,1,1,129199.71,0,1
269,37,Male,41,23714.42,2,0,0,64111.97,0,1
270,49,Male,62,29543.37,2,1,0,112156.88,0,1
271,24,Female,60,26850.37,3,0,1,149191.92,0,1
272,69,Male,14,42706.8,2,0,0,60901.76,0,1
273,58,Female,2,2474.84,4,1,0,107622.28,1,1
274,50,Female,70,41665.85,3,1,0,129760.93,0,1
275,57,Female,17,42196.23,2,1,0,139054.99,0,1
276,56,Male,28,14245.4,1,0,1,113331.25,0,1
277,35,Male,66,23142.6,1,0,0,56869.03,0,1
278,57,Female,35,21926.92,4,0,0,62416.68,0,1
279,18,Male,5,10925.49,2,1,0,22698.54,0,1
280,28,Male,65,19839.84,4,1,1,118915.18,0,1
281,45,Male,40,2219.39,3,1,1,25556.15,0,1
282,42,Female,56,13891.1,1,0,0,132404.81,0,1
283,67,Female,36,40834.11,3,0,0,35425.88,0,1
284,40,Male,45,14228.12,2,1,1,42343.95,0,1
285,48,Female,23,40910.33,4,0,0,81948.44,0,1
286,47,Male,47,26579.97,4,1,0,115924.45,0,1
287,59,Male,31,43993.13,4,0,1,38070.29,0,1
288,52,Male,11,28738.98,3,0,0,77209.24,0,1
289,24,Male,10,1483.41,1,1,0,82770.67,1,1
290,33,Female,67,33771.01,3,0,1,47597.13,0,1
291,43,Female,14,2242.68,3,0,1,35022.59,0,1
292,65,Female,10,22529.85,2,1,0,128734.72,0,1
293,69,Male,1,46471.33,2,1,1,85320.53,0,1
294,66,Male,5,8260.2,2,0,0,21869.56,1,1
295,19,Male,20,19493.62,1,1,0,124387.57,0,1
296,18,Female,8,36493.02,1,0,0,147503.19,0,1
297,65,Male,43,44112.93,2,1,1,98770.41,0,1
298,29,Female,1,33547.15,2,0,1,85482.09,0,1
299,22,Female,57,12908.66,1,0,0,134194.06,0,1
300,54,Female,64,33730.39,4,1,0,143827.18,0,1
301,49,Female,28,14836.38,1,0,1,118089.8,0,1
302,26,Female,37,35921.46,1,0,1,77908.88,0,1
303,58,Female,47,47701.66,1,1,1,96988.78,0,1
304,52,Male,37,36069.67,2,1,0,111121.6,0,1
305,36,Male,49,43144.03,4,0,1,45255.56,0,1
306,65,Female,44,105.19,1,1,1,78136.13,0,1
307,33,Female,56,35878.61,2,1,0,127876.76,0,1
308,20,Male,28,41479.38,3,0,0,105114.3,0,1
309,37,Female,6,2027.94,3,0,0,73456.53,1,1
310,41,Female,61,43579.89,1,1,1,106237.13,0,1
311,50,Male,20,12834.71,3,1,0,35368.91,0,1
312,41,Female,2,33264.61,4,1,0,72194.69,0,1
313,69,Female,37,40017.74,3,0,0,123106.71,0,1
314,28,Female,20,33133.23,3,0,0,48666.14,0,1
315,66,Male,26,4614.24,4,0,1,44175,0,1
316,25,Male,29,29816.08,1,0,0,143606.43,0,1
317,53,Male,1,27479.18,1,0,1,47286.69,0,1
318,55,Female,35,45016.06,4,0,1,53919.42,0,1
319,57,Female,70,20211.99,4,0,1,146050.07,0,1
320,37,Male,59,16054.05,4,1,0,115512.11,0,1
321,52,Female,69,37492.54,3,1,1,110947.55,0,1
322,65,Female,33,20633.77,4,0,0,130880.43,0,1
323,42,Female,51,32304.81,2,0,0,35057,0,1
324,52,Female,12,32322.5,3,0,0,111774.31,0,1
325,42,Female,20,44401.95,1,1,1,85479.52,0,1
326,46,Male,53,29934.62,1,0,0,127789.58,0,1
327,35,Female,43,25107.68,1,1,0,86058.42,0,1
328,63,Male,50,6943.57,3,1,0,100631.38,0,1
329,35,Female,29,5786.88,2,1,1,82106.48,0,1
330,19,Male,57,7716.08,4,1,1,82160.66,0,1
331,52,Female,39,8592.42,4,1,1,119836.1,0,1
332,33,Male,56,31893.85,1,0,0,101713.63,0,1
333,58,Female,43,37049.06,1,0,1,102324.22,0,1
334,53,Male,50,26499.58,3,1,0,78536.72,0,1
335,50,Female,23,41450.89,2,0,0,89044.23,0,1
336,21,Male,44,49563.16,4,1,1,116943.3,0,1
337,50,Female,38,41000.63,3,1,0,127372.32,0,1
338,31,Male,23,34744.12,4,0,1,110552.98,0,1
339,38,Male,45,26624.63,1,0,0,140129.49,0,1
340,65,Female,52,22442.65,4,0,1,126642.13,0,1
341,37,Female,50,4219.62,2,0,0,93042.29,0,1
342,25,Male,8,19968.44,2,0,0,107282.79,0,1
343,24,Female,1,45506.73,1,1,0,140420.08,0,1
344,20,Male,8,40401.13,2,0,0,100491.85,0,1
345,34,Male,29,10802.57,2,0,0,127224.9,0,1
346,50,Male,5,23330.39,3,0,1,109545.37,0,1
347,65,Female,47,40836.16,4,1,0,91751.73,0,1
348,29,Male,34,3369.23,1,0,1,51438.97,0,1
349,68,Male,65,19369.63,1,1,1,75379.68,0,1
350,39,Female,55,42592.06,1,0,1,145806.57,0,1
351,39,Female,43,20194.89,1,0,0,105509.5,0,1
352,63,Female,30,3880.73,1,1,0,93371.4,0,1
353,47,Female,17,27126.72,2,0,0,141284.36,0,1
354,55,Male,26,43087.12,3,0,1,96246.53,0,1
355,55,Male,8,29514.28,1,1,0,88390.73,0,1
356,62,Male,47,11313.96,3,0,0,118710.41,0,1
357,68,Male,46,19211.98,3,1,1,112646.53,0,1
358,25,Female,68,22506.17,2,1,1,45110.8,0,1
359,44,Male,33,28963.32,1,1,1,81270.08,0,1
360,44,Male,1,37967.55,2,1,1,81427.01,0,1
361,51,Female,19,4943.68,1,1,1,69169.19,0,1
362,38,Male,31,44482.6,2,0,1,87248.15,0,1
363,47,Male,14,615.49,3,0,0,73703.96,0,1
364,50,Male,53,18502.62,1,0,1,45914.91,0,1
365,45,Male,48,1371.02,4,1,0,73607.64,0,1
366,64,Male,69,19648.71,3,1,0,29396,0,1
367,50,Male,62,26290.63,4,1,0,94852.16,0,1
368,22,Female,66,25584.07,3,1,1,130975.09,0,1
369,65,Female,64,8281.42,2,0,0,114287.32,0,1
370,36,Male,70,32287.03,1,0,1,66851.23,0,1
371,21,Male,63,2238.92,3,1,1,31319.26,0,1
372,52,Female,33,38095.34,2,1,0,46279.42,0,1
373,66,Male,41,47332.22,1,0,1,90913.74,0,1
374,34,Male,48,16988.44,1,1,0,46917.42,0,1
375,61,Male,13,25861.97,3,1,0,90716.5,0,1
376,45,Female,31,18945.51,1,1,1,50107.87,0,1
377,47,Male,68,335.52,3,0,0,130360.1,0,1
378,46,Female,4,19293.73,1,0,0,71645.29,0,1
379,63,Male,19,39586.01,4,1,0,51921.58,0,1
380,23,Female,70,29799.44,2,0,1,125602.4,0,1
381,52,Female,13,5063,4,1,0,64569.07,0,1
382,58,Male,23,42356.97,3,1,1,34493.4,0,1
383,54,Female,1,26554.27,4,0,1,94153.23,0,1
384,41,Male,54,42086.17,3,1,0,95603.35,0,1
385,46,Female,71,29011.08,1,1,0,112910.44,0,1
386,66,Male,15,27984.42,1,0,1,51228.53,0,1
387,63,Male,65,5262.96,3,1,1,77690.27,0,1
388,48,Female,71,8367.99,4,1,0,56707.83,0,1
389,52,Male,15,48601.26,1,1,0,30523.99,0,1
390,50,Male,21,11424.34,2,0,1,133959.8,0,1
391,69,Female,19,48872.61,1,1,1,114753.07,0,1
392,38,Male,60,26595.64,2,0,1,59190.2,0,1
393,49,Male,33,6789.45,4,1,1,97918.49,0,1
394,40,Female,49,4965.11,2,1,1,46164.29,0,1
395,50,Female,35,10443.2,2,1,0,135730.76,0,1
396,20,Male,44,46281.87,2,1,1,34937.82,0,1
397,35,Male,11,20707.51,2,0,1,20498.83,0,1
398,42,Female,66,19771.71,1,0,0,85261.07,0,1
399,59,Female,46,15660.31,2,1,0,95806.62,0,1
400,48,Male,9,7353.09,1,1,1,95265.49,0,1
401,20,Female,3,24392.56,2,1,1,27086.55,0,1
402,57,Male,26,6502.39,3,1,0,60825.69,0,1
403,63,Male,48,41774.01,4,1,1,84895.86,0,1
404,41,Male,66,18519.85,2,1,1,48155.29,0,1
405,67,Male,70,18740.18,3,1,0,133441.37,0,1
406,49,Male,28,23700.32,2,1,1,31324.21,0,1
407,64,Female,26,22206.39,2,0,0,83359.98,0,1
408,39,Female,25,49742.9,2,0,0,109884.09,0,1
409,40,Female,12,27269.06,3,0,0,54027.64,0,1
410,19,Female,5,4410.09,4,1,0,101151.3,1,1
411,44,Male,48,30343.87,3,1,1,127820.07,0,1
412,59,Male,37,7579.21,4,1,0,44743.81,0,1
413,19,Male,44,1546.88,2,0,1,139238.68,0,1
414,43,Male,15,48537.11,1,1,1,91962.61,0,1
415,34,Female,43,38676.94,2,0,1,58900.16,0,1
416,57,Male,48,49005.45,4,1,1,76011.58,0,1
417,50,Male,70,23893.92,3,0,1,60584.94,0,1
418,26,Female,46,26612.88,2,0,0,114264.45,0,1
419,60,Female,43,8416.85,3,0,0,123519.09,0,1
420,65,Female,21,12345.37,3,1,0,128281.86,0,1
421,56,Female,23,41927.46,3,0,0,148149.87,0,1
422,46,Male,47,17809.28,2,1,1,122866.96,0,1
423,59,Male,15,41340.75,3,1,0,98179.93,0,1
424,43,Female,25,35450.69,3,1,1,64098.64,0,1
425,52,Male,36,8858.55,2,1,1,90797.41,0,1
426,67,Male,51,25372.32,3,1,0,25338.86,0,1
427,42,Male,15,33869.37,2,0,0,116827.26,0,1
428,41,Female,68,11751.86,4,1,0,77974.22,0,1
429,30,Male,21,41534.43,4,1,0,22603.02,0,1
430,24,Female,13,27241.38,4,1,1,28125.9,0,1
431,53,Male,19,8262.1,3,1,1,70370.64,0,1
432,62,Male,34,29149.22,1,1,0,95844.8,0,1
433,37,Male,68,49985.69,1,0,1,80346.51,0,1
434,18,Female,52,7526.07,3,0,1,100496.56,0,1
435,25,Male,27,40837.85,1,1,1,82438.25,0,1
436,63,Female,29,10365.45,2,0,0,106021.5,0,1
437,33,Female,28,39119.42,1,0,1,48486.39,0,1
438,31,Female,35,36728.9,3,1,0,34669.61,0,1
439,29,Male,8,15024.47,3,0,0,97536.41,0,1
440,68,Male,16,16291.16,2,1,1,83009.64,0,1
441,40,Male,36,39626.07,4,0,1,23492.8,0,1
442,32,Male,30,23072.28,3,0,0,69462.65,0,1
443,45,Female,18,36540.9,2,0,1,33796.33,0,1
444,51,Female,2,7399.21,1,1,1,89076.39,0,1
445,19,Female,49,42627.89,1,0,0,71451.1,0,1
446,49,Male,4,35544.24,2,0,0,99709.75,0,1
447,40,Female,7,45347.14,2,1,0,124728.29,0,1
448,39,Male,39,6618.62,3,1,0,58956.93,0,1
449,68,Female,13,29650.73,1,0,1,145073.27,0,1
450,42,Male,31,29956.03,2,1,1,89632.49,0,1
451,39,Male,71,17673.04,1,0,0,100377.8,0,1
452,39,Female,63,22923.32,2,0,0,108487.41,0,1
453,66,Female,56,1899.08,1,1,0,106675.1,0,1
454,69,Female,42,37293,4,1,1,86426.2,0,1
455,59,Female,61,27466.12,3,1,0,75739.36,0,1
456,23,Male,42,2887.05,1,0,1,26991.66,0,1
457,32,Female,56,34037.79,4,1,0,22871.16,0,1
458,60,Female,36,23339.1,1,0,0,66534.96,0,1
459,54,Female,68,1723.06,1,1,0,63375.92,0,1
460,50,Male,7,48480.39,4,0,1,70400.37,0,1
461,25,Male,54,47455.61,1,1,1,37987.87,0,1
462,61,Female,1,25645.12,1,0,1,115961.88,0,1
463,61,Male,44,4683.62,3,1,0,131405.37,0,1
464,22,Female,45,37731.06,4,0,1,142032.9,0,1
465,56,Male,47,24596.56,4,1,1,84007.1,0,1
466,21,Male,13,15122.37,2,1,0,111112.54,0,1
467,23,Male,22,24570.91,1,0,0,131221.65,0,1
468,62,Male,21,26122.21,3,1,1,74377.84,0,1
469,49,Female,9,28135.58,1,0,1,60223.66,0,1
470,69,Female,26,22061.19,1,0,1,141774.19,0,1
471,47,Female,9,30287.77,2,1,1,87037.95,0,1
472,64,Male,15,45936.74,1,0,0,84643.01,0,1
473,52,Female,10,18113.4,3,1,0,43194.09,0,1
474,57,Female,42,36285.82,3,1,0,34060.15,0,1
475,69,Female,24,44722.63,2,0,1,129473.89,0,1
476,33,Male,49,22798.96,1,1,1,99837.31,0,1
477,30,Male,26,22172.79,3,0,0,62357.2,0,1
478,67,Male,37,30105.85,1,0,0,44925.71,0,1
479,59,Female,68,29570.34,1,1,1,92214.65,0,1
